id,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name,mpg
71,4.001999859,137.8657613,?,1751.735284,19.52165238,77.19710198,0.998000082,vw rabbit,28.14726794
72,4.001999756,97.70537586,70,1893.82452,15.14993473,81.63226542,0.998000231,peugeot 504,36.48269121
73,6.00199994,216.9755583,110,3211.802818,17.38085433,74.2556775,0.99800008,datsun 200-sx,23.46915896
74,4.00199999,133.1013183,120,2650.194518,13.25078844,76.58048885,0.998000313,dodge monaco brougham,28.35893592
75,6.001999913,92.6965331,71,3304.863174,19.49594586,76.30548736,0.998000038,triumph tr7 coupe,17.74221613
76,4.00199885,96.89558553,70,1881.959519,15.14792951,81.54996168,0.998000329,peugeot 504,36.4437138
77,8.001999951,311.5843046,140,2748.834324,13.36242966,79.00098369,0.998000339,mercury cougar brougham,17.8619623
78,8.001995346,316.7985507,140,2715.040556,13.26877238,79.00074073,0.998000298,plymouth reliant,17.91096084
79,4.001999766,91.05763737,97,3121.326488,15.47939289,81.447308,0.998000572,toyouta corona mark ii (sw),27.83126369
80,4.001999894,98.30578811,70,1904.856476,15.13199735,81.60267885,0.998000242,peugeot 504,36.34268277
81,6.001999873,142.1014464,110,2756.270983,18.06281971,80.83732528,0.998000431,dodge aspen,23.66976017
82,4.001999776,88.20539943,67,1852.507663,17.63296513,81.00573999,2.998000691,datsun 200sx,36.23591869
83,8.00199988,320.0463106,140,2682.592692,13.20729096,79.00084497,0.998000067,plymouth reliant,23.52340304
84,8.001999798,309.4706244,220,2724.656611,15.34230112,76.77964869,0.998000066,triumph tr7 coupe,17.87128299
85,6.001999248,211.5678493,100,2191.308503,15.41745586,79.00068761,0.998000241,chevrolet nova,23.53373598
86,8.001999931,320.770656,150,4142.81112,13.45804988,75.54252871,0.998000755,dodge rampage,17.8250617
87,4.001999609,134.345474,72,2129.423986,19.60438433,75.21690059,0.99800046,triumph tr7 coupe,28.54330881
88,4.001999956,135.7837321,97,3140.232655,15.42770826,81.72290666,0.99800085,peugeot 505s turbo diesel,27.66963677
89,8.001998651,327.3690565,139,2710.757293,13.13696955,78.00114255,0.998000528,ford futura,23.31164811
90,4.00199863,131.8490335,97,1832.818047,15.31783567,81.75839463,0.998000548,pontiac astro,35.40425285
91,4.001999523,96.66015224,70,1883.408432,15.15866896,81.5762358,0.998000249,peugeot 504,36.37940388
92,4.001999895,136.8925545,148,2709.111681,13.56390868,82.1783007,1.998000349,datsun 200-sx,29.1317647
93,4.00199996,133.7479061,97,2095.216311,17.54481974,75.59173742,0.998000519,pontiac astro,28.19278634
94,4.001999201,104.0531918,71,2184.469653,15.4629921,71.04245019,0.998000019,capri ii,28.53265681
95,4.001999851,141.9334434,100,2718.695199,15.50399049,75.53075309,2.998000245,datsun 210 mpg,36.75646623
96,8.001999001,395.6287377,130,4073.64287,13.02795637,70.79798394,0.998000013,dodge aries se,17.1603159
97,8.001999871,327.1755982,150,3940.047349,13.48523127,74.0369553,0.998000987,dodge rampage,17.58003319
98,4.00199992,98.82466933,70,1891.594785,15.11715494,81.62085229,0.998000283,peugeot 504,36.50901951
99,4.001999882,144.0535281,100,3929.630496,15.49722716,75.70548007,2.998000527,datsun 210 mpg,35.25784746
100,4.00199979,90.27486077,150,2086.342701,13.276224,70.59959153,0.998000016,datsun pl510,28.40705525
101,4.00199973,92.17512512,71,2679.543627,15.45247009,71.54189364,0.998000094,volkswagen dasher,35.5650331
102,4.001999568,96.89525865,70,1879.387179,15.13230009,81.60842784,0.998000501,peugeot 504,36.30416382
103,4.001999816,95.95987056,70,1890.976571,15.20390137,81.64905961,0.998000417,peugeot 504,36.5318281
104,4.001999749,98.27938082,70,1896.130356,15.12701863,81.63462367,0.998000305,peugeot 504,36.34901509
105,4.001999812,97.5432437,70,1886.266824,15.13369563,81.62514048,0.99800025,peugeot 504,36.25462664
106,4.001999654,143.4959921,90,3262.208242,15.59220334,80.42406733,0.998000704,ford mustang ii 2+2,23.54168902
107,8.001999886,309.3778854,140,2721.451851,13.35078352,79.00081272,0.998000098,buick century limited,17.76975545
108,4.001999738,96.21919857,70,1869.728652,15.15217175,81.60769704,0.998000114,peugeot 504,36.35593253
109,4.00199974,145.7771321,90,3311.561403,15.5368924,80.41454475,0.998000519,datsun 810 maxima,36.3688174
110,4.001999785,98.06088276,70,1877.723528,15.15694424,81.61923744,0.998000132,peugeot 504,36.61216419
111,8.001999945,224.3234046,139,2192.853902,15.27393152,78.00084352,0.998000023,chevrolet nova,23.48818082
112,4.001999723,97.88256078,70,1888.872766,15.13962247,81.60910771,0.998000222,peugeot 504,36.45968461
113,4.001999243,96.99860581,70,1884.249208,15.13564294,81.62623432,0.998000285,peugeot 504,36.22551393
114,4.001999831,88.95332155,108,2081.250015,13.37101508,76.06914754,0.998000203,pontiac astro,28.30970737
115,4.001999202,100.9812131,60,2214.745168,15.00729179,81.79422748,0.998000139,datsun 200sx,36.55236502
116,4.001999025,317.4589777,148,3842.94114,13.65867846,82.29467172,1.998000816,chevrolet nova,27.90162625
117,4.00199978,140.0930982,110,2277.587067,13.67474778,82.24440213,0.998000192,buick century limited,36.71040683
118,4.001999689,97.99301316,70,1892.792314,15.12548711,81.61877233,0.998000249,peugeot 504,36.43883284
119,4.00199891,87.21292732,120,2136.958207,17.97574441,77.41346624,0.99800009,ford pinto,28.63806521
120,4.001999365,98.25162361,70,1897.72675,15.15617384,81.55587158,0.998000208,peugeot 504,35.74470071
121,4.001999562,97.65526644,70,1895.909214,15.13387267,81.60593219,0.998000314,peugeot 504,36.19720829
122,4.001999953,99.92975222,90,3161.756405,13.48498967,79.00068348,0.998000032,chevrolet nova,28.57154665
123,4.001999369,97.53316818,70,1887.445824,15.12829637,81.61974852,0.998000367,peugeot 504,36.41916426
124,6.001997431,207.0995136,85,3191.000521,17.65222505,73.68631888,0.998000524,dodge monaco brougham,23.40028731
125,8.001999624,324.4641361,150,3986.383287,13.36437221,74.1790427,0.998000385,vw rabbit custom,17.41292143
126,4.001999533,88.00769935,?,1761.821413,13.64800112,82.30623611,1.998000186,dodge coronet custom,44.68358856
127,4.001999872,97.41834358,70,1888.319262,15.13046189,81.60583257,0.998000283,peugeot 504,36.53498187
128,4.001999668,98.98453291,70,1908.114405,15.16318795,81.57963701,0.998000372,peugeot 504,36.44089877
129,4.00199992,84.96139493,95,1844.876443,17.76460361,80.71788716,2.998000596,chevrolet nova,36.54634658
130,8.00199933,97.02586782,139,2174.963525,13.31943175,76.23988479,0.99800008,ford futura,23.15536418
131,4.001999945,133.2690714,97,3154.064689,15.37431436,78.00092526,0.998001251,datsun 1200,27.87886902
132,4.001999916,143.4279839,90,2751.134149,18.00434648,80.32813798,0.998000577,datsun 210,36.80490624
133,4.001999902,102.7718276,90,2658.809419,15.4034764,79.00091236,0.998000044,ford pinto,28.80734456
134,8.001999705,312.5975831,150,2074.49999,13.34669796,70.55526503,0.998000064,datsun pl510,17.6135314
135,4.001999911,130.7518753,148,2744.196223,17.79410858,82.05541232,0.99800101,opel 1900,28.44741789
136,6.001999561,95.55437891,108,2193.77073,13.24601871,76.98216672,2.998001014,audi 5000s (diesel),23.0440931
137,4.001994835,202.0896473,85,3188.351034,17.43280258,74.81746186,0.998000747,dodge monaco brougham,22.62009249
138,8.001999736,310.6085218,140,2718.807466,15.25526666,76.64919078,0.998000047,triumph tr7 coupe,17.82658039
139,8.001999439,330.5687462,150,4037.768543,13.42799,73.91727611,0.998000161,dodge rampage,17.59823218
140,6.001999955,95.30739848,97,3163.789861,15.32522887,78.00086218,0.998000492,ford futura,22.54736696
141,4.001999216,310.5339969,148,2624.735399,15.44515638,82.24045409,1.998000115,triumph tr7 coupe,28.42098709
142,6.001998686,213.7516029,100,3200.201248,15.31104846,77.27655624,0.998000782,toyota mark ii,22.42767578
143,4.001999783,129.6049324,150,2097.610172,13.37983969,70.84392248,0.998000024,vw rabbit,28.81601429
144,4.001998136,309.4658452,110,2205.768802,17.73959226,82.24560244,0.998000256,vw rabbit custom,43.90323408
145,4.001999545,143.1768376,145,4053.313543,13.65641706,78.00166406,1.998000082,honda civic 1500 gl,35.52153586
146,4.001999816,102.0386102,90,3312.861579,15.46932496,80.93891644,0.998000482,amc gremlin,36.03174668
147,4.001999656,135.3842226,120,2301.732805,13.33018933,77.1160598,0.998001654,amc hornet,23.07978043
148,6.001998683,195.1984743,85,3172.311566,17.40831829,76.05917622,0.998000553,hi 1200d,22.6874814
149,4.001999782,132.2486063,85,2290.732543,15.4850339,75.94384842,2.998000232,datsun 210 mpg,35.18875943
150,8.001999822,424.9378611,220,2161.397944,9.651214033,70.57346727,0.998000023,datsun 710,17.71509787
151,4.001999989,229.7452482,97,2244.763692,15.30192639,76.32170415,0.998000066,ford pinto,23.16229733
152,4.001999509,97.4372806,70,1899.811271,15.13180765,81.63887643,0.998000262,peugeot 504,36.2533621
153,8.001999823,315.689954,150,4150.417202,13.33888681,75.6543485,0.99800074,triumph tr7 coupe,17.91847149
154,4.001999883,97.83352126,70,1877.296519,15.14601937,81.58919876,0.998000337,peugeot 504,36.34978776
155,4.001999917,139.519836,97,3156.477714,15.51166878,81.90026754,0.99800045,peugeot 505s turbo diesel,27.71900208
156,8.001999967,321.0659696,150,4100.208611,13.35812403,74.30606871,0.998000063,dodge rampage,17.20967824
157,4.001999669,212.1712592,100,2220.645112,15.44264916,79.00091483,0.998000154,chevrolet nova,23.36990096
158,4.001999663,103.04368,148,2736.179448,15.47661211,71.49534696,1.998000054,opel 1900,28.92995579
159,4.001999945,85.02436517,95,1850.059667,17.89589295,80.62045343,2.998000291,chevrolet nova,36.36247968
160,4.001999573,96.65378968,70,1885.083222,15.14740829,81.59380161,0.998000139,peugeot 504,36.28002673
161,4.001999715,99.51538808,60,2116.364033,15.0145593,81.50843931,2.998000323,datsun 200sx,36.53187847
162,4.001999757,98.51165751,90,2612.824067,15.51893583,71.4226727,0.998000107,volkswagen dasher,27.86768983
163,4.00199972,94.62178675,97,3163.873081,15.38377558,81.48114884,2.998000935,toyouta corona mark ii (sw),28.35068578
164,4.00199983,137.1843777,97,2135.272999,15.34868559,81.79195176,0.998000071,chevrolet nova,28.50139523
165,4.001999778,147.1265331,85,3973.036324,15.53035097,75.47309404,2.998000138,datsun 210 mpg,34.9325538
166,8.001999362,309.6278907,148,4014.655156,17.37632414,76.71744913,0.998001249,triumph tr7 coupe,17.64846954
167,6.00199958,399.7184619,85,3172.748022,17.4109601,75.00475747,0.998000311,honda civic 1300,22.59417979
168,6.001999814,140.6905602,110,2765.629367,18.02960489,80.90299695,0.998000243,dodge aspen,23.6743442
169,4.001999512,99.17457271,60,2109.438615,15.00848223,81.57102679,2.998000957,datsun 200sx,36.56056872
170,4.001999861,328.1105571,90,3260.063119,15.43690851,81.41900435,0.998001988,amc gremlin,35.86885701
171,4.001999855,100.3643227,60,2123.215402,15.01394378,81.57927486,2.998000215,datsun 200sx,36.60565614
172,8.001999933,313.3376792,140,2196.566357,13.32931176,79.00087478,0.998000015,plymouth reliant,17.96344508
173,8.001999819,309.9429345,140,2704.621113,13.37814423,79.0008578,0.998000038,mercury cougar brougham,17.80743817
174,4.001999667,138.8653331,?,1740.293446,19.21276484,76.47455079,0.998000116,vw rabbit,28.93860869
175,4.00199996,105.1273984,132,2133.108389,13.39569676,70.8868328,0.998000134,honda civic 1300,28.95004044
176,4.001999977,93.06445097,71,4077.947556,15.51380408,76.90703612,0.998000109,capri ii,35.722884
177,8.001999916,420.2624429,220,2152.270727,9.666607311,70.79341745,0.998000144,datsun 710,17.63875627
178,4.001999653,103.8168148,69,2219.993472,21.45142307,77.99970413,1.998000474,pontiac astro,44.74085297
179,4.001999937,247.3202348,69,4190.067552,21.13277459,77.99992046,0.998000116,ford galaxie 500,36.16623877
180,4.001999752,140.8619678,71,2291.805999,13.5834866,82.31347776,0.998000186,amc gremlin,35.1088265
181,4.001999815,145.4902563,90,3301.30685,15.53276645,80.58885215,0.998001372,datsun 810 maxima,36.54036185
182,6.001999545,89.92755737,85,3140.020515,13.30318276,71.41182833,0.99800021,honda civic 1300,17.61622651
183,4.001999918,134.035266,97,3164.578919,15.40045828,76.00390313,2.998002073,toyouta corona mark ii (sw),27.7723458
184,6.001999623,210.2638625,85,2176.067457,17.55400341,71.45206823,0.99800031,chevrolet nova,23.2364113
185,4.001999969,137.6624823,85,1762.97654,17.61273381,76.93030452,0.998000323,vw rabbit,23.28282752
186,6.001999739,323.0846014,60,2086.535588,19.43668585,76.15844174,0.998000191,ford pinto,23.2292588
187,8.00199988,306.0167281,140,2141.623099,13.34945272,79.00086234,0.99800004,mercury cougar brougham,23.41764635
188,4.001999923,322.2624404,90,3309.995427,15.469285,80.49761366,0.998000173,ford mustang ii 2+2,35.95901364
189,6.001999742,400.1707577,85,3168.65859,17.49230519,71.45108801,0.998000142,dodge monaco brougham,22.68639513
190,4.001999774,101.4976482,90,2632.584689,15.5002974,79.00108253,0.998000062,ford pinto,28.41866909
191,6.001999962,140.3668711,110,2754.292601,18.0377356,80.82116755,0.998000455,dodge aspen,23.4821927
192,8.001999735,313.2166554,220,2719.608961,13.3740255,76.34911751,0.99800008,plymouth reliant,17.90577976
193,4.001999793,99.34033567,60,2101.243131,15.00584389,81.57367414,2.998000289,datsun 200sx,36.58221279
194,4.00199987,89.53537032,150,1774.505602,13.51182175,76.6988518,0.998000042,honda civic 1300,28.43185735
195,8.00199967,421.8376309,220,2143.927818,9.625297129,70.59396085,0.998000063,datsun 710,17.13439678
196,4.001999421,96.82482027,70,1877.102325,15.14629084,81.57614371,0.998000294,peugeot 504,36.33760194
197,4.001999319,84.40677872,150,2059.52216,13.31579614,70.66080822,0.99800018,honda civic 1300,28.9702212
198,8.001999964,308.9164543,140,2673.405258,13.34671578,79.00081988,0.998000096,mercury cougar brougham,17.63028234
199,4.001999853,136.6237587,90,2113.750652,13.58900902,82.04197273,0.998001099,dodge monaco brougham,28.94237468
200,4.001999945,137.564797,?,1759.88838,19.91990719,77.11596191,0.998000436,vw rabbit,28.57786661
201,8.001999183,92.87875084,139,2099.231453,13.27346972,78.00100882,0.998000053,ford futura,23.29511605
202,8.001999971,302.086498,140,1767.275618,13.31431332,76.57498168,0.998000126,fiat 124 sport coupe,23.40206467
203,8.001998621,397.5791648,220,3995.791917,12.99806066,70.50868056,0.998000071,datsun pl510,17.37372647
204,4.001999636,98.67065451,70,1890.674338,15.11899198,81.63154148,0.998000448,peugeot 504,36.26608565
205,4.001999896,141.9542812,90,3299.85592,15.43467997,81.02291531,0.998000165,audi 5000s (diesel),35.11340794
206,8.001995371,101.5790858,139,2172.260407,13.21277534,78.0011407,0.998007521,ford futura,23.34616036
207,4.00199973,139.4105218,97,3171.873974,15.55959874,81.92572322,0.998001183,peugeot 505s turbo diesel,28.2101511
208,8.00199819,86.98637148,108,3133.449358,13.50807533,78.00066511,1.998000756,saab 99le,23.29215675
209,8.001999874,423.3014617,220,2183.6311,9.625702287,70.49493701,0.998000034,datsun 710,17.92567961
210,4.001999686,104.4316784,90,2639.681577,15.43936026,71.21972536,0.99800009,ford pinto,28.68672248
211,4.001999851,131.0441328,112,3127.68663,13.44522006,75.087443,0.998000513,saab 99le,23.291455
212,4.001999904,232.6935125,97,3178.230581,15.34221165,76.73343895,2.998001002,saab 99le,22.76739378
213,8.001995911,306.0320962,97,3147.575653,13.16515482,78.00107329,0.998002342,ford futura,23.16271949
214,4.001999694,101.3798312,70,1933.618241,15.08034911,81.47693556,0.998000656,peugeot 504,36.66931464
215,4.001999983,143.8983799,90,4350.306805,15.35997522,76.1257096,2.99800018,datsun 210 mpg,36.64400201
216,4.001999836,99.43187042,90,3239.769034,15.37461269,79.00098299,0.998000059,ford pinto,28.7576321
217,8.001999809,312.5757396,140,2660.151765,13.35798226,79.00082689,0.998000051,mercury cougar brougham,17.8679055
218,8.001999915,310.4970604,140,2688.043665,13.37341531,79.00088018,0.998000093,plymouth reliant,17.6265212
219,4.001999918,97.79724102,70,1884.704284,15.14005282,81.6093548,0.998000136,peugeot 504,36.43503409
220,4.001999951,87.39370982,150,2109.870029,17.83437593,81.287608,0.998000125,vw rabbit custom,44.4898134
221,4.001999771,96.1444037,70,1883.689831,15.14353483,81.628194,0.998000171,peugeot 504,36.655074
222,6.001999539,148.0567083,108,2195.082751,13.28343947,76.9844702,2.998000945,audi 5000s (diesel),22.34916668
223,4.001999904,332.4694594,90,3316.730943,15.51099797,80.78124366,0.998000666,datsun pl510,36.43360646
224,6.001999603,398.6076453,85,3172.431197,17.47055155,71.44217536,0.998000166,dodge monaco brougham,22.8554999
225,8.001999962,423.8557339,220,2154.054065,9.646209597,70.61440829,0.998000025,datsun 710,17.32531381
226,6.00199997,142.1639351,110,2738.446821,17.86929598,80.91514596,0.998000095,dodge aspen,23.65078587
227,4.001999616,140.4145026,148,2672.744909,13.6037861,82.28164316,0.998000205,dodge aries se,28.78796042
228,4.001999903,133.5354392,97,3128.928524,15.27422499,81.77736162,0.998001011,ford futura,22.56936878
229,4.001998871,98.19510365,70,1880.611511,15.24948306,81.39731358,0.998002367,peugeot 504,36.55760621
230,8.001998603,396.9762629,150,3990.614199,13.02125487,70.46867578,0.998001179,datsun 200-sx,16.97143357
231,4.001999961,329.8336738,90,3284.222582,15.5617879,80.37728525,0.998000456,saab 99le,36.50793964
232,4.001999613,97.7701755,70,1913.258238,15.14730785,81.6209576,0.998000157,peugeot 504,36.21660993
233,8.001999985,311.3434791,220,2809.923222,15.17821235,77.04282922,0.998000056,triumph tr7 coupe,17.8869806
234,8.001999387,420.7497331,220,2164.308851,9.62947551,70.55486979,0.998000026,datsun 710,17.57981282
235,6.001999421,397.6182199,100,3198.085686,13.31913431,71.38387276,0.998000115,honda civic 1300,22.91835196
236,4.001999783,87.9421982,120,2198.670007,15.49856858,77.6973447,0.998000291,dodge monaco brougham,28.92882616
237,6.001999883,402.2786314,85,2135.160271,17.486423,75.72453509,0.998000446,dodge monaco brougham,17.14248845
238,4.001999744,136.1246716,?,1763.498926,20.03701342,76.96467152,0.998000098,vw rabbit,28.53485859
239,4.001999836,98.79303048,60,2101.88235,15.0157051,81.51936424,2.998000347,datsun 200sx,36.69893808
240,4.001998618,88.43646549,75,2111.777114,15.50991865,71.79045909,1.998000159,opel 1900,27.87736684
241,4.001999988,133.5354407,97,3135.083554,15.41501347,75.71806237,2.998000585,toyouta corona mark ii (sw),27.53763988
242,4.001999858,140.7769951,90,3984.837934,13.5337712,82.16276798,0.998000219,buick century limited,22.70768192
243,4.001999394,103.9725565,90,2608.504277,15.47816604,81.53496884,0.998000011,ford pinto,28.61986249
244,8.001999787,97.86105259,139,2205.093972,13.32889802,78.00090157,0.998000087,chevrolet nova,23.58159592
245,6.001999505,197.9059501,85,3172.641702,17.46643994,75.24022595,0.998000597,dodge monaco brougham,22.28259331
246,4.001999932,132.6727955,97,2136.173861,17.65082022,75.84837056,0.998000486,pontiac lemans v6,22.91744407
247,4.001999866,131.7648587,97,2124.833045,17.72728468,76.06518732,0.99800025,opel 1900,28.14585805
248,4.00199958,128.0373664,?,1749.863971,13.37948921,71.25593577,0.99800001,vw rabbit,28.7341627
249,8.001999234,308.184371,140,2677.87461,13.38819102,79.00085215,0.998000063,plymouth reliant,17.74276117
250,4.001999905,134.814994,100,2873.308307,15.29942973,76.90605223,0.998000092,chevrolet nova,35.62432044
251,4.001999945,134.6939604,97,3125.575208,15.45985268,81.61776961,0.998001994,peugeot 505s turbo diesel,27.46703549
252,6.001995794,86.04083217,85,3163.421099,17.50686249,74.98363976,0.998000445,dodge monaco brougham,22.69064944
253,4.001999868,132.8330189,148,2655.231302,13.61739985,82.25975911,1.99800051,datsun 200-sx,36.28878867
254,4.001999814,99.17160512,70,1894.659527,15.05486323,81.47625586,0.998000662,peugeot 504,36.33313536
255,4.00199923,98.99124022,70,1889.195533,15.10681572,81.60481413,0.998000963,peugeot 504,36.44757917
256,4.00199991,137.6281957,97,2674.756117,17.44222839,82.03017136,0.998000575,peugeot 505s turbo diesel,22.67830716
